"","datetime","visitor"
"1","2018-02-19T10:00:00Z",5.39544867305049
"2","2018-02-19T11:00:00Z",12.4782643092025
"3","2018-02-19T12:00:00Z",19.5497352846643
"4","2018-02-19T13:00:00Z",20.6114156699239
"5","2018-02-19T14:00:00Z",13.6646466479855
"6","2018-02-19T15:00:00Z",21.7105856772828
"7","2018-02-19T16:00:00Z",24.7502316595594
"8","2018-02-19T17:00:00Z",16.7844466600659
"9","2018-02-19T18:00:00Z",23.8139746523728
"10","2018-02-19T19:00:00Z",41.839457695388
"11","2018-02-19T20:00:00Z",51.861449894335
"12","2018-02-19T21:00:00Z",48.8804294492583
"13","2018-02-19T22:00:00Z",41.8968090530423
"14","2018-02-20T10:00:00Z",6.98238632343723
"15","2018-02-20T11:00:00Z",8.98479916708048
"16","2018-02-20T12:00:00Z",12.9868814826579
"17","2018-02-20T13:00:00Z",18.9886785481975
"18","2018-02-20T14:00:00Z",16.9902294392291
"19","2018-02-20T15:00:00Z",24.991567878445
"20","2018-02-20T16:00:00Z",27.9927229689691
"21","2018-02-20T17:00:00Z",24.9937198271777
"22","2018-02-20T18:00:00Z",29.9945801288313
"23","2018-02-20T19:00:00Z",37.9953225803944
"24","2018-02-20T20:00:00Z",44.9959633257903
"25","2018-02-20T21:00:00Z",45.9965162974355
"26","2018-02-20T22:00:00Z",35.9969935191874
"27","2018-02-21T10:00:00Z",5.99948682338727
"28","2018-02-21T11:00:00Z",7.9995571218808
"29","2018-02-21T12:00:00Z",14.9996177903989
"30","2018-02-21T13:00:00Z",10.9996701481223
"31","2018-02-21T14:00:00Z",7.99971533352148
"32","2018-02-21T15:00:00Z",10.9997543291111
"33","2018-02-21T16:00:00Z",16.9997879828143
"34","2018-02-21T17:00:00Z",19.9998170263996
"35","2018-02-21T18:00:00Z",17.9998420913931
"36","2018-02-21T19:00:00Z",32.9998637228099
"37","2018-02-21T20:00:00Z",48.9998823910051
"38","2018-02-21T21:00:00Z",61.9998985019013
"39","2018-02-21T22:00:00Z",48.9999124058152
"40","2018-02-22T10:00:00Z",5.99998504853686
"41","2018-02-22T11:00:00Z",3.99998709669204
"42","2018-02-22T12:00:00Z",5.9999888642767
"43","2018-02-22T13:00:00Z",12.9999903897254
"44","2018-02-22T14:00:00Z",13.9999917062075
"45","2018-02-22T15:00:00Z",13.9999928423487
"46","2018-02-22T16:00:00Z",6.99999382285346
"47","2018-02-22T17:00:00Z",14.9999946690419
"48","2018-02-22T18:00:00Z",18.9999953993135
"49","2018-02-22T19:00:00Z",29.9999960295475
"50","2018-02-22T20:00:00Z",34.9999965734476
"51","2018-02-22T21:00:00Z",39.9999970428405
"52","2018-02-22T22:00:00Z",41.9999974479328
"53","2018-02-23T10:00:00Z",-4.35612700236059e-07
"54","2018-02-23T11:00:00Z",-3.75939448118221e-07
"55","2018-02-23T12:00:00Z",-3.24440654989182e-07
"56","2018-02-23T13:00:00Z",2.99999972000348
"57","2018-02-23T14:00:00Z",20.9999997583593
"58","2018-02-23T15:00:00Z",23.999999791461
"59","2018-02-23T16:00:00Z",33.9999998200281
"60","2018-02-23T17:00:00Z",28.9999998446819
"61","2018-02-23T18:00:00Z",27.9999998659584
"62","2018-02-23T19:00:00Z",60.9999998843204
"63","2018-02-23T20:00:00Z",69.999999900167
"64","2018-02-23T21:00:00Z",58.9999999138428
"65","2018-02-23T22:00:00Z",51.9999999256452
"66","2018-02-24T10:00:00Z",1.99999998730837
"67","2018-02-24T11:00:00Z",10.999999989047
"68","2018-02-24T12:00:00Z",9.99999999054738
"69","2018-02-24T13:00:00Z",23.9999999918423
"70","2018-02-24T14:00:00Z",12.9999999929598
"71","2018-02-24T15:00:00Z",32.9999999939242
"72","2018-02-24T16:00:00Z",30.9999999947565
"73","2018-02-24T17:00:00Z",22.9999999954748
"74","2018-02-24T18:00:00Z",31.9999999960947
"75","2018-02-24T19:00:00Z",54.9999999966297
"76","2018-02-24T20:00:00Z",64.9999999970914
"77","2018-02-24T21:00:00Z",60.9999999974898
"78","2018-02-24T22:00:00Z",66.9999999978337
"79","2018-02-25T10:00:00Z",14.9999999996302
"80","2018-02-25T11:00:00Z",15.9999999996809
"81","2018-02-25T12:00:00Z",20.9999999997246
"82","2018-02-25T13:00:00Z",24.9999999997623
"83","2018-02-25T14:00:00Z",24.9999999997949
"84","2018-02-25T15:00:00Z",26.999999999823
"85","2018-02-25T16:00:00Z",33.9999999998472
"86","2018-02-25T17:00:00Z",25.9999999998682
"87","2018-02-25T18:00:00Z",30.9999999998862
"88","2018-02-25T19:00:00Z",55.9999999999018
"89","2018-02-25T20:00:00Z",66.9999999999153
"90","2018-02-25T21:00:00Z",48.9999999999269
"91","2018-02-25T22:00:00Z",40.9999999999369
