"","datetime","visitor"
"1","2018-02-19T10:00:00Z",2.16975881909678
"2","2018-02-19T11:00:00Z",7.30861681928431
"3","2018-02-19T12:00:00Z",10.8556010859387
"4","2018-02-19T13:00:00Z",13.7764923865756
"5","2018-02-19T14:00:00Z",15.6576963109636
"6","2018-02-19T15:00:00Z",17.1491008636837
"7","2018-02-19T16:00:00Z",19.0710562658411
"8","2018-02-19T17:00:00Z",21.11364602754
"9","2018-02-19T18:00:00Z",28.2520115744769
"10","2018-02-19T19:00:00Z",42.154132935132
"11","2018-02-19T20:00:00Z",50.7219566292265
"12","2018-02-19T21:00:00Z",47.3907539564709
"13","2018-02-19T22:00:00Z",40.8685681351545
"14","2018-02-20T10:00:00Z",3.1637646945343
"15","2018-02-20T11:00:00Z",8.49862305087746
"16","2018-02-20T12:00:00Z",12.1501577545483
"17","2018-02-20T13:00:00Z",15.0877602862839
"18","2018-02-20T14:00:00Z",16.9050527315568
"19","2018-02-20T15:00:00Z",18.2621939965223
"20","2018-02-20T16:00:00Z",19.9922585868547
"21","2018-02-20T17:00:00Z",21.7998488860774
"22","2018-02-20T18:00:00Z",28.6757146524285
"23","2018-02-20T19:00:00Z",42.3038060323374
"24","2018-02-20T20:00:00Z",50.6016801769778
"25","2018-02-20T21:00:00Z",47.0191752006346
"26","2018-02-20T22:00:00Z",40.2772393931213
"27","2018-02-21T10:00:00Z",3.55643428380759
"28","2018-02-21T11:00:00Z",9.10358017396006
"29","2018-02-21T12:00:00Z",12.9405575263994
"30","2018-02-21T13:00:00Z",16.0285556632401
"31","2018-02-21T14:00:00Z",17.9550284943385
"32","2018-02-21T15:00:00Z",19.3762644688988
"33","2018-02-21T16:00:00Z",21.123908128206
"34","2018-02-21T17:00:00Z",22.903589600024
"35","2018-02-21T18:00:00Z",29.709437396169
"36","2018-02-21T19:00:00Z",43.2309085158184
"37","2018-02-21T20:00:00Z",51.3928692363579
"38","2018-02-21T21:00:00Z",47.6538584775279
"39","2018-02-21T22:00:00Z",40.7444436821834
"40","2018-02-22T10:00:00Z",3.85988707744007
"41","2018-02-22T11:00:00Z",9.59248667706723
"42","2018-02-22T12:00:00Z",13.6215393985517
"43","2018-02-22T13:00:00Z",16.8989108256752
"44","2018-02-22T14:00:00Z",19.0028898700501
"45","2018-02-22T15:00:00Z",20.5812159573546
"46","2018-02-22T16:00:00Z",22.4580215537243
"47","2018-02-22T17:00:00Z",24.3328260170291
"48","2018-02-22T18:00:00Z",31.1953389670821
"49","2018-02-22T19:00:00Z",44.7324940147476
"50","2018-02-22T20:00:00Z",52.8686376748072
"51","2018-02-22T21:00:00Z",49.0638017542144
"52","2018-02-22T22:00:00Z",42.0519706260345
"53","2018-02-23T10:00:00Z",3.72037600005613
"54","2018-02-23T11:00:00Z",9.52195959772454
"55","2018-02-23T12:00:00Z",13.6630288627935
"56","2018-02-23T13:00:00Z",17.0929972936374
"57","2018-02-23T14:00:00Z",19.386498828249
"58","2018-02-23T15:00:00Z",21.1866713067163
"59","2018-02-23T16:00:00Z",23.3123879268994
"60","2018-02-23T17:00:00Z",25.4575550142576
"61","2018-02-23T18:00:00Z",32.6062162303446
"62","2018-02-23T19:00:00Z",46.4398666013867
"63","2018-02-23T20:00:00Z",54.8778853188302
"64","2018-02-23T21:00:00Z",51.3760021959409
"65","2018-02-23T22:00:00Z",44.664698986385
"66","2018-02-24T10:00:00Z",9.37921225614607
"67","2018-02-24T11:00:00Z",15.3723998700538
"68","2018-02-24T12:00:00Z",19.6848086363587
"69","2018-02-24T13:00:00Z",23.2604656230026
"70","2018-02-24T14:00:00Z",25.6679633176487
"71","2018-02-24T15:00:00Z",27.5439897587978
"72","2018-02-24T16:00:00Z",29.7008612565635
"73","2018-02-24T17:00:00Z",31.8261612789103
"74","2018-02-24T18:00:00Z",38.8982079785223
"75","2018-02-24T19:00:00Z",52.5937340876245
"76","2018-02-24T20:00:00Z",60.828667501397
"77","2018-02-24T21:00:00Z",57.0569069286498
"78","2018-02-24T22:00:00Z",50.0089745571164
"79","2018-02-25T10:00:00Z",8.06523431189307
"80","2018-02-25T11:00:00Z",13.6251107674549
"81","2018-02-25T12:00:00Z",17.5704118146448
"82","2018-02-25T13:00:00Z",20.8487152520661
"83","2018-02-25T14:00:00Z",23.029299944774
"84","2018-02-25T15:00:00Z",24.7466098558998
"85","2018-02-25T16:00:00Z",26.8078519078822
"86","2018-02-25T17:00:00Z",28.8928318050383
"87","2018-02-25T18:00:00Z",35.9697445772412
"88","2018-02-25T19:00:00Z",49.7032917230979
"89","2018-02-25T20:00:00Z",57.9959957305473
"90","2018-02-25T21:00:00Z",54.2875838418421
"91","2018-02-25T22:00:00Z",47.2942965082561
